Timestamp,AP Name,Status,Total user,Availability,Bandwidth Utilization,Signal Strength (RSSI),Packet Loss & Latency,Interference Level,Device Count,Session Duration,Installation Cost,Maintenance Cost
3/1/2025 0:00,CMU_AGR_AGRI_AP1104,"up 70d,13h,4m",8,98.71%,4.522728891053807,-64,,Severe,20,113.4650158832359,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP1105,"up 33d,9h,54m",1,97.94%,32.53303307632643,-74,Low,Moderate,2,29.76834599608372,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP1106,"up 33d,9h,54m",1,98.38%,38.86772897,-54,Medium,Mild,2,63.9267065,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP1107,"up 70d,13h,4m",1,98.00%,27.134903177389592,-34,High,Mild,2,12.312624883565451,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP1108,"up 70d,13h,4m",8,98.28%,82.87375091519293,-66,,Moderate,20,107.91722354656945,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP1109,"up 70d,13h,4m",1,98.73%,35.67533266935893,-35,High,Mild,2,117.6931292749525,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP1111,"up 2d,19h,24m",6,97.76%,28.093450968738075,-68,High,None,15,21.82363781293684,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP1112,"up 2d,19h,24m",4,98.20%,54.26960831582485,-70,Low,Moderate,10,39.01545238675477,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5144,"up 33d,9h,54m",5,98.64%,14.092422497476264,-36,,Mild,12,6.825558506292496,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5145,"up 33d,9h,54m",8,98.63%,80.21969807540397,-55,,Moderate,20,95.50103157625747,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5146,"up 33d,9h,54m",7,96.41%,7.455064367977082,-59,,Mild,17,40.81839825836245,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5147,"up 33d,9h,54m",2,97.86%,98.68869366005173,-53,High,Mild,5,72.71630897431059,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5148,"up 33d,9h,54m",7,97.96%,77.22447692966574,-57,,Severe,17,9.510127647201678,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5149,"up 33d,9h,54m",3,98.60%,19.87156815341724,-52,,Moderate,7,87.27793066759597,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5150,"up 33d,9h,54m",6,98.91%,0.5522117123602399,-72,Medium,Severe,15,65.88145579,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5151,"up 33d,9h,54m",3,98.59%,81.54614284548342,-39,Low,Mild,7,88.37272828986605,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5152,"up 33d,9h,54m",2,98.06%,70.68573438476172,-77,,Moderate,5,95.79989601236085,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5153,"up 33d,9h,54m",3,97.46%,72.90071680409874,-32,,Moderate,7,15.262929610565877,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5154,"up 33d,9h,54m",5,96.98%,77.12703466859458,-35,Low,None,12,71.48059389122089,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5155,"up 33d,9h,54m",8,98.73%,7.4044651734090365,-63,Low,None,20,79.7435639,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5156,"up 33d,9h,54m",4,98.56%,35.84657285442726,-38,High,Mild,10,64.42265670367442,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5157,"up 33d,9h,54m",3,97.09%,11.586905952512971,-65,High,Mild,7,25.97708080048906,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5158,"up 17d,17h,54m",9,98.73%,86.31034258755935,-48,High,Mild,22,96.49368766663976,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5159,"up 25d,19h,4m",4,98.70%,62.329812682755794,-52,Low,Mild,10,119.70770781655382,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5160,"up 33d,9h,54m",5,98.73%,33.08980248526492,-42,Medium,None,12,116.46607902928012,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5161,"up 1d,19h,24m",5,98.25%,6.355835028602364,-71,,Moderate,12,94.41589997,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5162,"up 33d,9h,54m",5,98.46%,31.09823217156622,-72,Low,Severe,12,53.08238812043847,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5163,"up 33d,9h,54m",9,97.11%,32.518332202674706,-50,Medium,Moderate,22,43.78955725160255,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5164,"up 33d,9h,54m",8,98.92%,72.96061783380641,-53,Low,Moderate,20,12.882766896595658,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5165,"up 33d,9h,54m",6,98.91%,63.75574713552131,-78,Medium,None,15,52.87292493,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5166,"up 33d,9h,54m",3,98.34%,88.72127425763266,-67,Low,Moderate,7,22.94558873915689,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5167,"up 33d,9h,54m",9,97.95%,47.22149251619493,-56,Low,Moderate,22,34.248492053193274,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5168,"up 70d,13h,4m",0,98.59%,11.959424593830173,-66,Medium,Mild,0,107.56697891539538,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5169,"up 6d,19h,24m",5,97.56%,71.32447872,-79,Medium,Severe,12,116.38044762379018,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5170,"up 33d,9h,54m",2,98.96%,76.07850486168974,-57,Medium,Moderate,5,114.08428505356244,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5171,"up 33d,9h,54m",2,99.00%,56.12771975694962,-67,Medium,Moderate,5,27.235903871989954,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5172,"up 70d,13h,4m",5,99.32%,77.096718,-33,Medium,Severe,12,108.60283394706212,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5173,"up 33d,9h,54m",0,98.02%,49.37955963643908,-74,Medium,Mild,0,21.273109603530493,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5174,"up 17d,19h,19m",8,97.61%,52.27328293819941,-45,Medium,None,20,63.38092390575724,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5175,"up 33d,9h,54m",2,97.67%,42.75410183585496,-31,Medium,None,5,79.02128723540295,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5176,"up 6d,19h,24m",5,99.28%,2.541912674409519,-57,Low,Moderate,12,58.18369040654816,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5177,"up 1d,19h,24m",2,97.45%,10.789142699330444,-54,Medium,Mild,5,114.4613051,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5178,"up 33d,9h,54m",3,97.49%,3.142918568673425,-44,Medium,None,7,43.319463155534585,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5179,"up 70d,13h,4m",2,99.22%,63.64104112637804,-43,Low,None,5,65.64843126,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5180,"up 33d,9h,54m",7,96.52%,31.435598107632668,-51,Low,None,17,13.676742580161315,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5181,"up 8d,19h,24m",7,98.63%,50.85706911647028,-54,High,None,17,103.00582670898808,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5182,"up 70d,12h,44m",6,98.62%,90.75664739,-42,High,None,15,52.53679053355364,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5183,"up 6d,19h,24m",1,97.58%,24.929222914887493,-66,Medium,Moderate,2,85.56119329,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5184,"up 6d,19h,24m",8,97.75%,41.038292303562976,-55,Medium,None,20,83.45824757,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5185,"up 70d,12h,44m",7,99.14%,75.55511385430486,-80,High,Moderate,17,82.77023267593837,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5186,"up 70d,12h,44m",8,99.13%,22.879816549162246,-77,High,Severe,20,63.29790205710572,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5187,"up 70d,12h,44m",5,99.06%,7.697990982879299,-52,,Severe,12,36.91466091300168,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5188,"up 70d,12h,44m",2,98.20%,28.97514529,-80,,Mild,5,76.88587423455944,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5189,"up 70d,12h,44m",2,99.02%,16.122128725400444,-38,Medium,Moderate,5,115.60602293829008,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5190,"up 18d,15h,4m",2,98.98%,92.96976523425732,-31,,Mild,5,100.9041644338261,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5191,"up 18d,15h,4m",2,98.56%,80.81203796,-35,High,Severe,5,17.508346628684308,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5192,"up 18d,15h,4m",7,98.99%,63.34037565104234,-59,Medium,Severe,17,7.666551182,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5193,"up 18d,15h,4m",6,98.99%,87.14605901877177,-70,Low,Severe,15,62.38170604009999,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5194,"up 2d,19h,24m",5,98.59%,80.36720768991145,-71,Low,Severe,12,94.22037544719466,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5195,"up 18d,15h,4m",5,98.86%,18.657005888603585,-64,High,None,12,41.09879361422884,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5196,"up 18d,15h,4m",7,98.98%,89.25589984899777,-45,,Severe,17,85.64240195898617,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5197,"up 18d,15h,4m",7,98.96%,53.93422419156507,-34,Low,None,17,112.17094538746304,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5198,"up 9d,12h,54m",8,98.85%,80.74401551640625,-55,,None,20,57.78321829748692,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5199,"up 18d,15h,4m",8,98.83%,89.60912999234932,-33,Low,Mild,20,33.07836046652152,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5200,"up 8d,7h,34m",4,97.02%,31.800347497186387,-60,,None,10,110.54215413922842,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5201,"up 2d,19h,24m",5,97.65%,11.005192452767677,-68,Low,Mild,12,59.31035586042721,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5202,"up 8d,7h,34m",7,98.84%,22.793516254194166,-72,Low,None,17,51.90152026763766,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5203,"up 2d,19h,24m",0,97.67%,42.71077886262563,-70,Medium,None,0,45.63658072720626,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5204,"up 2d,19h,24m",7,96.20%,81.80147659224932,-70,Medium,Severe,17,53.64694953046351,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5205,"up 2d,19h,24m",7,97.80%,86.07305832563435,-75,High,Moderate,17,82.47065323,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5206,"up 9d,19h,9m",3,97.86%,0.6952130531190703,-80,Low,None,7,54.87775713031771,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5207,"up 70d,13h,4m",1,99.12%,51.07473025775657,-75,,Moderate,2,42.28574718431032,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5208,"up 6d,19h,24m",0,98.53%,41.74110031,-68,Low,Moderate,0,90.51833153936776,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5209,"up 70d,13h,4m",1,98.83%,22.210781047073024,-59,,Moderate,2,28.34171410780556,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5210,"up 70d,13h,4m",5,99.13%,11.98653673336828,-50,,None,12,28.22237833370213,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5211,"up 6d,19h,24m",3,98.56%,33.76151714,-59,Low,Moderate,7,85.09008670313003,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5212,"up 13d,8h,4m",7,98.56%,94.29097039125192,-44,,None,17,104.67125097178942,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5213,"up 11d,7h,34m",5,98.65%,32.320293202075526,-34,High,Severe,12,32.73924654216988,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5214,"up 2d,19h,24m",2,98.56%,51.87906217433661,-54,Medium,None,5,26.97937212,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5215,"up 11d,7h,34m",3,98.66%,70.30189588951778,-31,,Mild,7,82.08517634843652,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5216,"up 33d,9h,59m",3,98.76%,36.36296024,-67,Low,Severe,7,76.39229000391256,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5217,"up 33d,9h,59m",5,98.76%,97.17820827209609,-34,Medium,Moderate,12,56.43401985,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5218,"up 6d,19h,24m",8,97.59%,96.24472949421111,-76,High,Moderate,20,16.023973582557712,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5219,"up 6d,19h,24m",3,97.69%,25.178229582536417,-45,,Mild,7,15.555324562915445,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5220,"up 6d,19h,24m",6,97.18%,49.72485058923854,-49,,Severe,15,94.39430574010076,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5221,"up 6d,19h,24m",7,97.32%,30.08783098167697,-47,Medium,Mild,17,56.95344850050383,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5222,"up 14d,19h,24m",6,96.30%,28.48404943774676,-74,,Moderate,15,103.66621549277929,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5223,"up 70d,13h,4m",1,98.80%,3.688694735,-39,Low,None,2,71.09436992696916,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP5224,"up 70d,13h,4m",6,97.76%,60.95643339798968,-33,Medium,Moderate,15,76.15488624002776,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP6500,"up 2d,19h,24m",7,98.79%,50.26790232288615,-71,Medium,Mild,17,112.43236081948368,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP6769,"up 70d,12h,44m",5,99.86%,5.147875124998935,-31,,None,12,23.93082781453537,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP7728,"up 70d,13h,4m",7,98.72%,27.864646423661146,-64,High,None,17,67.44778636915453,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8080,"up 25d,19h,24m",9,98.89%,90.82658859666536,-51,High,Moderate,22,11.685939,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8081,"up 2d,19h,24m",3,98.96%,23.95618906669724,-60,High,None,7,46.276380506443694,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8082,"up 2d,19h,24m",8,98.82%,14.48948720912231,-68,High,Severe,20,22.031327477138596,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8083,"up 8d,7h,39m",6,98.31%,48.94527603,-80,Medium,Moderate,15,26.60113566272561,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8084,"up 3d,9h,29m",7,98.76%,98.56504541106008,-80,Medium,Moderate,17,112.50139280696074,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8100,"up 25d,19h,24m",3,80.24%,24.20552715115004,-34,,Severe,7,75.22849074,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8206,"up 7d,19h,24m",6,99.65%,67.21355474058785,-48,High,Moderate,15,107.59818531682863,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8207,"up 8d,19h,24m",2,99.65%,76.16196153287176,-43,High,Mild,5,56.0048212,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8209,"up 70d,13h,4m",4,99.95%,23.763754399239968,-56,,Mild,10,73.72898486628908,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8210,"up 70d,13h,4m",5,99.94%,72.82163486118596,-55,,Moderate,12,8.690868902186532,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8214,"up 70d,13h,4m",1,99.97%,36.77831327192532,-68,,Severe,2,58.99275671154842,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8215,"up 70d,13h,4m",8,99.97%,63.23058305935795,-53,Low,None,20,69.86651743453564,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8300,"up 16d,19h,24m",9,99.32%,63.35297107608947,-48,,Severe,22,6.929437140537672,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8302,"up 33d,9h,59m",1,78.80%,53.57746840747585,-44,,Mild,2,95.79125533471864,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8303,"up 6d,19h,24m",5,98.17%,9.028977005,-40,Low,Moderate,12,38.97364319180964,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8304,"up 2d,19h,24m",5,70.02%,83.53024956,-51,High,Severe,12,57.036013620488575,4000,1000
3/1/2025 0:00,CMU_AGR_AGRI_AP8305,"up 1d,13h,39m",8,99.65%,32.07800649717358,-32,Medium,None,20,66.59748281005481,4000,1000
3/1/2025 0:00,CMU_AGR_ARTMU_AP0323,"up 40d,10h,19m",8,97.75%,18.651851039985424,-33,High,None,20,119.10267260976984,4000,1000
3/1/2025 0:00,CMU_AGR_ARTMU_AP1048,"up 30d,12h,59m",4,98.10%,4.077514155476392,-73,Medium,None,10,16.40617689053103,4000,1000
3/1/2025 0:00,CMU_AGR_ARTMU_AP1049,"up 30d,12h,59m",6,98.11%,59.08929431882418,-32,Medium,None,15,68.85714965581727,4000,1000
3/1/2025 0:00,CMU_AGR_ARTMU_AP1050,"up 30d,12h,59m",2,97.38%,67.75643618422824,-34,,Severe,5,66.01832676703097,4000,1000
